V_r,I_ub,I_b,I_φ
0.0,-11.945,0.003,-11.941999999999998
0.001200800533689126,-11.945,0.003,-11.941999999999998
0.002401601067378252,-11.943,0.003,-11.94
0.003602401601067378,-11.942,0.003,-11.939
0.004803202134756504,-11.942,0.003,-11.939
0.00600400266844563,-11.945,0.003,-11.941999999999998
0.007204803202134756,-11.946,0.003,-11.943
0.008405603735823882,-11.945,0.003,-11.941999999999998
0.009606404269513008,-11.947000000000001,0.003,-11.944
0.010807204803202134,-11.949000000000002,0.003,-11.946
0.01200800533689126,-11.95,0.003,-11.947000000000001
0.013208805870580386,-11.952,0.003,-11.949000000000002
0.014409606404269512,-11.952,0.003,-11.949000000000002
0.015610406937958638,-11.951,0.003,-11.948
0.016811207471647764,-11.954,0.003,-11.951
0.01801200800533689,-11.956,0.003,-11.953
0.019212808539026016,-11.956,0.003,-11.953
0.020413609072715142,-11.958,0.003,-11.955
0.021614409606404268,-11.958,0.003,-11.955
0.022815210140093398,-11.96,0.003,-11.957
0.02401601067378252,-11.962,0.003,-11.959000000000001
0.025216811207471646,-11.961,0.003,-11.957999999999998
0.02641761174116077,-11.962,0.003,-11.959000000000001
0.027618412274849898,-11.965,0.003,-11.962
0.028819212808539024,-11.966,0.003,-11.963
0.03002001334222815,-11.967,0.003,-11.964
0.03122081387591728,-11.968,0.003,-11.965
0.032421614409606406,-11.97,0.003,-11.967
0.03362241494329553,-11.972000000000001,0.003,-11.969000000000001
0.03482321547698465,-11.972000000000001,0.003,-11.969000000000001
0.03602401601067378,-11.972000000000001,0.003,-11.969000000000001
0.03722481654436291,-11.975,0.003,-11.972000000000001
0.03842561707805203,-11.976,0.003,-11.973
0.03962641761174116,-11.979000000000001,0.003,-11.976
0.040827218145430284,-11.977,0.003,-11.973999999999998
0.04202801867911941,-11.98,0.003,-11.977
0.043228819212808536,-11.979000000000001,0.003,-11.976
0.044429619746497666,-11.983,0.003,-11.98
0.04563042028018679,-11.981,0.003,-11.978
0.04683122081387592,-11.984000000000002,0.003,-11.981
0.04803202134756504,-11.985,0.003,-11.982000000000001
0.04923282188125416,-11.987,0.003,-11.984000000000002
0.050433622414943285,-11.987,0.003,-11.984000000000002
0.05163442294863242,-11.989,0.003,-11.986
0.05283522348232154,-11.99,0.003,-11.987
0.05403602401601067,-11.993,0.003,-11.989999999999998
